Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
45.0,Bachelor's,8.0,Telecom,Operations Analyst,Medium,Entry,36.0,49.0,33.0,Low,0.0,4.0,32.0,7.0,Medium
32.0,Bachelor's,9.0,Healthcare,Nurse,Medium,Entry,28.0,54.0,65.0,Low,1.0,0.0,26.0,4.0,Low
22.0,Bachelor's,0.0,Logistics,Supply Chain Analyst,Medium,Entry,82.0,22.0,68.0,Medium,3.0,5.0,53.0,14.0,High
58.0,Bachelor's,13.0,Education,Academic Coordinator,Medium,Entry,36.0,69.0,51.0,Low,1.0,5.0,29.0,1.0,Low
42.0,High School,16.0,Retail,Sales Associate,Large,Entry,37.0,45.0,30.0,Low,2.0,3.0,21.0,8.0,Medium
24.0,Bachelor's,3.0,Telecom,Network Engineer,Large,Mid,82.0,23.0,64.0,High,7.0,30.0,62.0,40.0,High
28.0,Master's,7.0,Retail,Store Manager,Small,Mid,32.0,60.0,98.0,Low,1.0,3.0,31.0,1.0,Low
42.0,Master's,16.0,Finance,Auditor,Large,Mid,75.0,15.0,28.0,Medium,2.0,12.0,39.0,22.0,Medium
45.0,Bachelor's,6.0,IT,Software Engineer,Large,Senior,25.0,98.0,84.0,Low,2.0,0.0,24.0,0.0,Low
34.0,Master's,3.0,Telecom,Operations Analyst,Large,Entry,42.0,56.0,74.0,Low,1.0,3.0,25.0,2.0,Medium
47.0,Bachelor's,13.0,IT,Software Engineer,Medium,Senior,82.0,20.0,64.0,Medium,4.0,9.0,74.0,26.0,Medium
30.0,Bachelor's,8.0,Retail,Store Manager,Large,Entry,84.0,0.0,90.0,Medium,5.0,6.0,79.0,7.0,High
43.0,Master's,9.0,Finance,Accountant,Medium,Entry,14.0,100.0,45.0,Low,1.0,2.0,10.0,1.0,Low
31.0,High School,6.0,Healthcare,Medical Assistant,Small,Entry,42.0,65.0,73.0,Low,0.0,4.0,40.0,4.0,Medium
52.0,Bachelor's,6.0,Healthcare,Medical Assistant,Medium,Mid,32.0,60.0,80.0,Low,2.0,4.0,29.0,4.0,Low
53.0,High School,13.0,IT,Data Analyst,Medium,Entry,20.0,69.0,75.0,Low,0.0,2.0,9.0,5.0,Low
43.0,Bachelor's,6.0,Education,Research Assistant,Small,Senior,37.0,50.0,38.0,Medium,4.0,7.0,35.0,9.0,Low
52.0,Master's,2.0,Retail,Sales Associate,Small,Mid,73.0,24.0,66.0,Medium,5.0,6.0,36.0,21.0,High
31.0,Bachelor's,4.0,Healthcare,Health Analyst,Large,Entry,54.0,49.0,62.0,Medium,4.0,6.0,40.0,21.0,Medium
25.0,Master's,0.0,Telecom,Support Specialist,Medium,Mid,48.0,46.0,28.0,Low,2.0,3.0,39.0,2.0,Medium
59.0,Bachelor's,4.0,Finance,Auditor,Medium,Senior,61.0,22.0,34.0,Medium,3.0,6.0,33.0,27.0,Medium
37.0,Master's,11.0,Finance,Accountant,Large,Mid,74.0,22.0,84.0,Medium,2.0,14.0,34.0,6.0,Medium
34.0,Bachelor's,8.0,Manufacturing,Operator,Large,Mid,17.0,96.0,88.0,Low,0.0,1.0,14.0,0.0,Low
28.0,Bachelor's,7.0,Retail,Sales Associate,Medium,Mid,59.0,39.0,75.0,Medium,3.0,13.0,45.0,16.0,Medium
21.0,Bachelor's,0.0,Education,Teacher,Large,Entry,58.0,34.0,72.0,Low,2.0,1.0,35.0,4.0,Medium
53.0,High School,8.0,Logistics,Dispatcher,Small,Mid,58.0,43.0,62.0,Medium,3.0,7.0,44.0,25.0,High
34.0,Bachelor's,12.0,Manufacturing,Quality Engineer,Small,Entry,94.0,20.0,53.0,High,9.0,29.0,47.0,67.0,High
56.0,Bachelor's,10.0,Manufacturing,Operator,Small,Entry,89.0,10.0,71.0,Medium,5.0,8.0,69.0,13.0,High
46.0,High School,22.0,Retail,Inventory Analyst,Medium,Entry,70.0,28.0,43.0,Medium,3.0,9.0,47.0,20.0,High
53.0,Bachelor's,11.0,Manufacturing,Quality Engineer,Large,Senior,93.0,0.0,21.0,High,5.0,19.0,87.0,30.0,High
52.0,Bachelor's,14.0,Finance,Accountant,Large,Entry,19.0,74.0,82.0,Low,2.0,1.0,9.0,1.0,Low
52.0,PhD,16.0,Education,Academic Coordinator,Large,Entry,43.0,39.0,88.0,Medium,2.0,13.0,37.0,17.0,Low
57.0,Master's,16.0,Logistics,Warehouse Manager,Medium,Entry,93.0,4.0,41.0,High,6.0,27.0,63.0,66.0,High
60.0,Bachelor's,0.0,Finance,Accountant,Large,Senior,88.0,17.0,86.0,Medium,3.0,9.0,51.0,10.0,High
55.0,PhD,9.0,Healthcare,Health Analyst,Medium,Mid,70.0,29.0,77.0,Medium,4.0,12.0,58.0,27.0,Medium
40.0,Bachelor's,19.0,Retail,Sales Associate,Large,Mid,16.0,84.0,65.0,Low,0.0,5.0,11.0,2.0,Low
36.0,High School,6.0,Retail,Store Manager,Large,Mid,45.0,68.0,69.0,Low,2.0,5.0,42.0,1.0,Medium
22.0,Master's,1.0,Education,Research Assistant,Large,Entry,64.0,44.0,37.0,Low,1.0,1.0,29.0,8.0,Medium
44.0,Master's,23.0,Healthcare,Nurse,Large,Mid,81.0,15.0,95.0,Medium,4.0,5.0,51.0,25.0,Medium
21.0,Bachelor's,0.0,Retail,Inventory Analyst,Small,Senior,63.0,41.0,32.0,Medium,2.0,12.0,53.0,15.0,High
44.0,Bachelor's,15.0,Logistics,Dispatcher,Small,Entry,86.0,27.0,20.0,High,7.0,24.0,49.0,77.0,High
34.0,Master's,3.0,Logistics,Supply Chain Analyst,Large,Mid,83.0,10.0,44.0,High,8.0,29.0,57.0,31.0,High
29.0,Master's,7.0,IT,Data Analyst,Small,Senior,19.0,92.0,62.0,Low,2.0,3.0,10.0,5.0,Low
31.0,Bachelor's,8.0,IT,Data Analyst,Large,Senior,68.0,33.0,56.0,Medium,4.0,11.0,65.0,27.0,Medium
49.0,Bachelor's,1.0,Manufacturing,Operator,Medium,Senior,28.0,76.0,91.0,Low,2.0,2.0,19.0,1.0,Low
34.0,Bachelor's,0.0,Telecom,Support Specialist,Large,Mid,92.0,22.0,21.0,Medium,5.0,7.0,90.0,10.0,High
35.0,Bachelor's,7.0,Finance,Accountant,Large,Entry,12.0,90.0,60.0,Low,1.0,0.0,9.0,0.0,Low
49.0,Master's,8.0,Manufacturing,Operator,Medium,Mid,92.0,0.0,33.0,Medium,2.0,5.0,68.0,5.0,High
21.0,Master's,0.0,Telecom,Support Specialist,Medium,Mid,11.0,94.0,84.0,Low,1.0,1.0,7.0,3.0,Low
35.0,Bachelor's,5.0,IT,Data Analyst,Medium,Entry,32.0,63.0,76.0,Low,1.0,4.0,19.0,8.0,Low
58.0,Bachelor's,6.0,Telecom,Support Specialist,Large,Mid,50.0,55.0,62.0,Medium,2.0,12.0,47.0,9.0,Medium
35.0,Master's,8.0,IT,Software Engineer,Small,Mid,91.0,8.0,61.0,Medium,2.0,14.0,70.0,27.0,High
58.0,Master's,9.0,Retail,Sales Associate,Large,Mid,50.0,64.0,23.0,Medium,2.0,8.0,34.0,25.0,Medium
46.0,Master's,7.0,Healthcare,Health Analyst,Small,Entry,89.0,9.0,51.0,High,9.0,27.0,62.0,30.0,High
25.0,Bachelor's,4.0,Telecom,Operations Analyst,Large,Senior,62.0,48.0,67.0,Medium,4.0,13.0,47.0,8.0,Medium
41.0,Master's,18.0,IT,ML Engineer,Large,Entry,30.0,57.0,22.0,Low,0.0,5.0,17.0,0.0,Low
57.0,PhD,1.0,Manufacturing,Production Supervisor,Large,Mid,71.0,44.0,26.0,Medium,3.0,11.0,44.0,6.0,High
54.0,Master's,11.0,Education,Teacher,Medium,Mid,90.0,21.0,99.0,Medium,2.0,12.0,73.0,19.0,Medium
45.0,Master's,6.0,Education,Academic Coordinator,Medium,Mid,46.0,59.0,84.0,Low,1.0,4.0,23.0,8.0,Low
55.0,High School,9.0,Retail,Store Manager,Medium,Senior,31.0,66.0,90.0,Low,2.0,0.0,19.0,5.0,Low
46.0,Bachelor's,11.0,Education,Research Assistant,Small,Entry,54.0,47.0,90.0,Medium,2.0,9.0,31.0,7.0,Medium
31.0,Bachelor's,10.0,Telecom,Support Specialist,Small,Senior,59.0,51.0,93.0,Medium,4.0,12.0,39.0,5.0,Low
34.0,Master's,11.0,IT,Software Engineer,Large,Entry,60.0,32.0,89.0,Medium,4.0,8.0,52.0,8.0,Medium
55.0,PhD,10.0,Telecom,Operations Analyst,Medium,Entry,13.0,92.0,32.0,Low,2.0,2.0,11.0,0.0,Low
40.0,Bachelor's,7.0,Manufacturing,Operator,Medium,Entry,39.0,63.0,29.0,Low,2.0,1.0,25.0,5.0,Medium
48.0,Bachelor's,7.0,Logistics,Warehouse Manager,Medium,Entry,11.0,80.0,91.0,Low,0.0,0.0,8.0,4.0,Low
30.0,Master's,0.0,Manufacturing,Production Supervisor,Medium,Entry,91.0,8.0,21.0,Medium,3.0,13.0,53.0,23.0,High
40.0,Master's,10.0,Telecom,Support Specialist,Medium,Entry,43.0,40.0,38.0,Low,1.0,0.0,36.0,2.0,Medium
39.0,High School,13.0,Retail,Store Manager,Medium,Mid,60.0,42.0,88.0,Low,2.0,3.0,58.0,9.0,High
32.0,Bachelor's,1.0,IT,Data Analyst,Medium,Entry,70.0,10.0,60.0,Medium,3.0,13.0,44.0,17.0,High
59.0,Bachelor's,4.0,Manufacturing,Production Supervisor,Large,Entry,87.0,0.0,25.0,Medium,5.0,7.0,52.0,29.0,High
31.0,PhD,10.0,Retail,Inventory Analyst,Large,Senior,43.0,60.0,91.0,Low,1.0,4.0,34.0,6.0,Low
56.0,Bachelor's,4.0,Manufacturing,Quality Engineer,Small,Entry,28.0,58.0,59.0,Low,0.0,2.0,23.0,7.0,Medium
43.0,Bachelor's,4.0,Telecom,Network Engineer,Large,Mid,62.0,28.0,49.0,Low,2.0,2.0,45.0,4.0,High
54.0,PhD,8.0,Manufacturing,Quality Engineer,Small,Entry,56.0,36.0,42.0,Medium,2.0,12.0,50.0,19.0,High
39.0,Master's,11.0,Manufacturing,Operator,Medium,Mid,35.0,69.0,93.0,Low,1.0,5.0,19.0,0.0,Low
34.0,Bachelor's,13.0,Manufacturing,Operator,Large,Senior,65.0,38.0,49.0,Medium,4.0,11.0,57.0,27.0,Medium
48.0,Bachelor's,11.0,IT,Software Engineer,Medium,Entry,90.0,9.0,79.0,Medium,2.0,8.0,87.0,24.0,High
32.0,High School,6.0,Manufacturing,Operator,Medium,Entry,39.0,64.0,84.0,Low,2.0,3.0,33.0,9.0,Medium
47.0,Master's,19.0,Education,Academic Coordinator,Large,Entry,48.0,43.0,41.0,Low,1.0,4.0,40.0,6.0,Low
42.0,PhD,3.0,Healthcare,Medical Assistant,Large,Entry,57.0,45.0,64.0,Medium,5.0,8.0,43.0,6.0,Medium
21.0,High School,0.0,Logistics,Supply Chain Analyst,Small,Mid,82.0,22.0,81.0,Medium,2.0,8.0,39.0,21.0,High
46.0,Master's,12.0,Logistics,Supply Chain Analyst,Large,Mid,34.0,51.0,84.0,Low,0.0,2.0,19.0,7.0,Low
35.0,Master's,8.0,Logistics,Supply Chain Analyst,Medium,Entry,29.0,61.0,80.0,Low,2.0,4.0,27.0,5.0,Medium
31.0,Bachelor's,7.0,Education,Academic Coordinator,Large,Entry,41.0,70.0,72.0,Low,0.0,3.0,25.0,9.0,Low
33.0,Bachelor's,2.0,Retail,Sales Associate,Small,Entry,58.0,30.0,53.0,Medium,3.0,14.0,26.0,7.0,High
47.0,Bachelor's,10.0,IT,ML Engineer,Medium,Mid,60.0,37.0,82.0,Medium,5.0,12.0,39.0,16.0,Medium
41.0,Bachelor's,0.0,Finance,Financial Analyst,Medium,Entry,67.0,34.0,34.0,Medium,3.0,10.0,53.0,23.0,High
44.0,Bachelor's,13.0,Education,Teacher,Large,Mid,58.0,41.0,98.0,Medium,5.0,8.0,48.0,10.0,Medium
42.0,Bachelor's,12.0,Logistics,Supply Chain Analyst,Medium,Entry,70.0,44.0,39.0,Medium,2.0,10.0,42.0,14.0,High
57.0,Bachelor's,3.0,Manufacturing,Quality Engineer,Large,Mid,34.0,64.0,93.0,Low,1.0,4.0,21.0,7.0,Low
39.0,Master's,13.0,Manufacturing,Quality Engineer,Medium,Senior,87.0,14.0,66.0,Medium,3.0,5.0,76.0,21.0,High
53.0,Master's,10.0,Healthcare,Nurse,Small,Entry,29.0,76.0,69.0,Low,0.0,5.0,25.0,8.0,Low
39.0,Master's,6.0,Healthcare,Nurse,Large,Entry,48.0,47.0,78.0,Low,1.0,0.0,47.0,1.0,Medium
37.0,Master's,9.0,IT,Software Engineer,Large,Entry,26.0,68.0,92.0,Low,1.0,4.0,24.0,4.0,Low
27.0,Bachelor's,6.0,Finance,Auditor,Medium,Mid,85.0,26.0,27.0,Medium,5.0,9.0,75.0,20.0,High
45.0,Bachelor's,16.0,IT,Software Engineer,Medium,Entry,44.0,69.0,31.0,Low,0.0,2.0,29.0,5.0,Medium
47.0,Bachelor's,4.0,Logistics,Dispatcher,Medium,Entry,46.0,56.0,82.0,Medium,2.0,9.0,29.0,5.0,Medium
51.0,High School,0.0,Education,Teacher,Small,Senior,61.0,46.0,94.0,Medium,3.0,5.0,59.0,6.0,Medium
35.0,Master's,14.0,Retail,Store Manager,Medium,Entry,42.0,61.0,69.0,Low,1.0,4.0,36.0,7.0,Medium
45.0,Master's,19.0,Manufacturing,Quality Engineer,Small,Mid,30.0,86.0,69.0,Low,0.0,1.0,28.0,6.0,Low
32.0,Master's,4.0,IT,ML Engineer,Medium,Senior,67.0,28.0,65.0,Low,1.0,3.0,40.0,0.0,Low
32.0,PhD,11.0,Education,Research Assistant,Large,Entry,28.0,62.0,81.0,Low,0.0,5.0,19.0,9.0,Low
44.0,Bachelor's,11.0,IT,ML Engineer,Small,Mid,61.0,41.0,52.0,Low,1.0,5.0,46.0,2.0,Medium
32.0,Bachelor's,11.0,Retail,Sales Associate,Large,Entry,80.0,23.0,35.0,Medium,2.0,5.0,54.0,12.0,High
43.0,Master's,12.0,Finance,Accountant,Medium,Mid,68.0,15.0,49.0,Medium,5.0,14.0,65.0,6.0,High
33.0,Master's,8.0,Logistics,Supply Chain Analyst,Small,Senior,69.0,25.0,48.0,Low,2.0,0.0,33.0,1.0,Medium
54.0,Master's,12.0,Finance,Accountant,Small,Entry,88.0,19.0,87.0,Medium,4.0,5.0,63.0,8.0,High
58.0,Bachelor's,9.0,Retail,Sales Associate,Medium,Senior,43.0,58.0,59.0,Medium,5.0,6.0,28.0,20.0,Low
46.0,Bachelor's,12.0,Education,Research Assistant,Medium,Entry,19.0,84.0,45.0,Low,2.0,2.0,18.0,1.0,Low
59.0,High School,8.0,Telecom,Network Engineer,Medium,Mid,40.0,58.0,71.0,Low,2.0,1.0,34.0,6.0,Medium
53.0,Bachelor's,7.0,Telecom,Support Specialist,Medium,Senior,18.0,92.0,94.0,Low,2.0,4.0,17.0,0.0,Low
29.0,High School,8.0,Healthcare,Nurse,Small,Entry,89.0,19.0,78.0,Medium,3.0,12.0,49.0,29.0,High
40.0,Master's,5.0,Education,Research Assistant,Large,Mid,86.0,23.0,86.0,High,7.0,30.0,69.0,21.0,Medium
30.0,Bachelor's,9.0,Education,Academic Coordinator,Small,Entry,74.0,13.0,52.0,Low,2.0,3.0,35.0,3.0,High
25.0,Bachelor's,4.0,Telecom,Operations Analyst,Medium,Entry,24.0,71.0,27.0,Low,0.0,3.0,16.0,2.0,Medium
26.0,High School,4.0,Education,Academic Coordinator,Medium,Entry,76.0,23.0,22.0,High,8.0,19.0,63.0,49.0,High
41.0,Master's,3.0,Manufacturing,Operator,Medium,Mid,86.0,23.0,30.0,Medium,5.0,13.0,84.0,12.0,High
44.0,Master's,12.0,IT,Software Engineer,Medium,Entry,80.0,22.0,32.0,Medium,4.0,12.0,72.0,22.0,High
24.0,Master's,3.0,Education,Teacher,Small,Mid,57.0,45.0,75.0,Low,2.0,1.0,40.0,1.0,Low
42.0,Bachelor's,2.0,Manufacturing,Production Supervisor,Medium,Mid,13.0,89.0,76.0,Low,1.0,1.0,9.0,0.0,Low
42.0,High School,15.0,IT,Software Engineer,Large,Mid,10.0,68.0,38.0,Low,1.0,4.0,4.0,3.0,Low
42.0,Master's,8.0,Retail,Sales Associate,Large,Senior,90.0,32.0,76.0,Medium,5.0,14.0,70.0,17.0,Medium
43.0,Bachelor's,6.0,Education,Teacher,Medium,Entry,80.0,18.0,72.0,Medium,3.0,14.0,77.0,25.0,High
53.0,Master's,13.0,Telecom,Operations Analyst,Medium,Mid,17.0,80.0,82.0,Low,1.0,0.0,16.0,6.0,Low
51.0,High School,14.0,IT,ML Engineer,Medium,Mid,60.0,35.0,40.0,Medium,5.0,11.0,35.0,9.0,Medium
40.0,PhD,6.0,Healthcare,Medical Assistant,Medium,Mid,62.0,36.0,94.0,Medium,3.0,12.0,43.0,21.0,Low
50.0,Bachelor's,10.0,Finance,Accountant,Small,Entry,58.0,33.0,23.0,Medium,4.0,13.0,31.0,19.0,High
57.0,Master's,14.0,Retail,Inventory Analyst,Medium,Entry,85.0,0.0,58.0,Medium,5.0,14.0,46.0,19.0,High
28.0,Master's,7.0,Telecom,Operations Analyst,Medium,Senior,46.0,47.0,37.0,Low,1.0,5.0,37.0,9.0,Low
57.0,Master's,8.0,Finance,Auditor,Medium,Entry,40.0,63.0,59.0,Low,0.0,0.0,21.0,8.0,Medium
52.0,Master's,15.0,IT,ML Engineer,Medium,Entry,13.0,86.0,77.0,Low,0.0,2.0,11.0,8.0,Low
33.0,Master's,12.0,Logistics,Dispatcher,Medium,Entry,23.0,97.0,41.0,Low,2.0,1.0,20.0,4.0,Low
32.0,Bachelor's,4.0,Logistics,Warehouse Manager,Small,Entry,60.0,36.0,44.0,Low,2.0,2.0,37.0,6.0,High
52.0,Master's,14.0,Manufacturing,Production Supervisor,Small,Entry,24.0,74.0,92.0,Low,1.0,4.0,12.0,2.0,Low
32.0,Bachelor's,3.0,Manufacturing,Production Supervisor,Medium,Entry,49.0,56.0,89.0,Low,1.0,3.0,24.0,0.0,Medium
60.0,Master's,1.0,Education,Teacher,Small,Mid,23.0,63.0,79.0,Low,1.0,3.0,16.0,4.0,Low
41.0,High School,9.0,Education,Teacher,Large,Entry,46.0,72.0,99.0,Low,2.0,0.0,29.0,5.0,Low
21.0,Bachelor's,0.0,Logistics,Warehouse Manager,Medium,Entry,39.0,46.0,26.0,Low,0.0,3.0,20.0,8.0,High
45.0,Bachelor's,10.0,Finance,Auditor,Medium,Entry,58.0,52.0,50.0,Medium,2.0,13.0,40.0,6.0,High
21.0,Bachelor's,0.0,Retail,Sales Associate,Small,Mid,28.0,67.0,91.0,Low,1.0,3.0,13.0,5.0,Low
56.0,Bachelor's,8.0,Telecom,Support Specialist,Large,Mid,85.0,20.0,69.0,Medium,5.0,13.0,46.0,19.0,High
27.0,Bachelor's,6.0,Finance,Financial Analyst,Small,Entry,21.0,81.0,62.0,Low,1.0,1.0,19.0,9.0,Low
57.0,Bachelor's,20.0,Finance,Financial Analyst,Medium,Entry,35.0,76.0,53.0,Low,1.0,4.0,28.0,0.0,Medium
47.0,Master's,3.0,Logistics,Dispatcher,Large,Entry,85.0,2.0,87.0,Medium,4.0,10.0,56.0,17.0,High
28.0,Master's,5.0,Retail,Sales Associate,Medium,Mid,90.0,15.0,22.0,Medium,3.0,6.0,86.0,5.0,High
54.0,Master's,9.0,Telecom,Network Engineer,Small,Entry,69.0,2.0,85.0,Medium,5.0,13.0,42.0,15.0,High
24.0,Bachelor's,3.0,Healthcare,Health Analyst,Small,Mid,53.0,61.0,91.0,Low,1.0,5.0,32.0,8.0,Low
44.0,High School,11.0,Retail,Sales Associate,Small,Entry,41.0,58.0,60.0,Medium,3.0,10.0,19.0,12.0,Medium
29.0,Bachelor's,8.0,Healthcare,Health Analyst,Medium,Entry,21.0,84.0,49.0,Low,0.0,3.0,13.0,5.0,Low
36.0,PhD,8.0,Manufacturing,Quality Engineer,Small,Senior,21.0,70.0,64.0,Low,0.0,2.0,13.0,4.0,Low
51.0,Master's,15.0,Education,Academic Coordinator,Small,Mid,26.0,64.0,90.0,Low,2.0,0.0,22.0,2.0,Low
24.0,Bachelor's,1.0,Finance,Accountant,Small,Mid,42.0,71.0,34.0,Low,0.0,5.0,24.0,9.0,Medium
44.0,Bachelor's,6.0,Telecom,Support Specialist,Small,Mid,62.0,22.0,41.0,Medium,2.0,7.0,49.0,8.0,High
59.0,Bachelor's,6.0,Healthcare,Health Analyst,Small,Entry,34.0,52.0,77.0,Low,1.0,5.0,17.0,8.0,Low
22.0,Master's,1.0,Logistics,Dispatcher,Medium,Entry,13.0,100.0,32.0,Low,2.0,0.0,10.0,6.0,Low
45.0,PhD,0.0,Retail,Store Manager,Large,Mid,11.0,82.0,76.0,Low,0.0,2.0,10.0,8.0,Low
53.0,Master's,6.0,Logistics,Supply Chain Analyst,Medium,Entry,11.0,92.0,67.0,Low,2.0,2.0,8.0,1.0,Low
43.0,Bachelor's,7.0,Healthcare,Nurse,Small,Mid,41.0,55.0,86.0,Low,2.0,4.0,30.0,7.0,Low
48.0,Bachelor's,15.0,Telecom,Support Specialist,Medium,Entry,60.0,37.0,57.0,Medium,5.0,12.0,30.0,13.0,Medium
37.0,Master's,10.0,Logistics,Dispatcher,Medium,Entry,93.0,0.0,59.0,High,9.0,19.0,65.0,53.0,High
59.0,Bachelor's,6.0,Finance,Accountant,Medium,Mid,77.0,21.0,80.0,Medium,2.0,14.0,69.0,6.0,High
30.0,Master's,9.0,IT,Data Analyst,Medium,Mid,58.0,28.0,37.0,Medium,2.0,8.0,36.0,9.0,Medium
31.0,High School,5.0,IT,ML Engineer,Small,Mid,43.0,67.0,66.0,Medium,5.0,6.0,20.0,12.0,Low
36.0,High School,12.0,Healthcare,Nurse,Large,Entry,28.0,88.0,66.0,Medium,2.0,7.0,18.0,21.0,Low
41.0,High School,5.0,Healthcare,Health Analyst,Small,Mid,91.0,12.0,45.0,Medium,3.0,9.0,85.0,27.0,High
35.0,Master's,5.0,Telecom,Support Specialist,Large,Entry,89.0,12.0,58.0,High,8.0,24.0,61.0,38.0,High
36.0,Bachelor's,0.0,Education,Teacher,Small,Mid,48.0,58.0,66.0,Low,1.0,2.0,25.0,3.0,Low
53.0,High School,11.0,Telecom,Operations Analyst,Medium,Mid,39.0,63.0,20.0,Low,0.0,1.0,38.0,5.0,Medium
42.0,High School,6.0,Retail,Inventory Analyst,Medium,Mid,92.0,18.0,81.0,High,6.0,18.0,45.0,65.0,High
45.0,Master's,11.0,Manufacturing,Production Supervisor,Small,Mid,68.0,24.0,84.0,Medium,3.0,13.0,47.0,24.0,Medium
25.0,Bachelor's,0.0,Education,Academic Coordinator,Medium,Entry,70.0,8.0,52.0,Medium,5.0,8.0,49.0,11.0,High
21.0,Bachelor's,0.0,Finance,Auditor,Medium,Mid,19.0,84.0,81.0,Low,0.0,0.0,12.0,3.0,Low
59.0,Bachelor's,12.0,IT,Software Engineer,Small,Mid,20.0,79.0,77.0,Low,0.0,0.0,14.0,4.0,Low
31.0,Bachelor's,5.0,Education,Academic Coordinator,Medium,Entry,43.0,50.0,48.0,Low,2.0,4.0,38.0,5.0,Medium
32.0,High School,10.0,Telecom,Operations Analyst,Large,Entry,63.0,49.0,61.0,Low,1.0,5.0,32.0,2.0,High
52.0,Master's,4.0,Logistics,Dispatcher,Small,Mid,51.0,42.0,85.0,Low,0.0,4.0,45.0,3.0,Medium
28.0,Bachelor's,5.0,Telecom,Support Specialist,Medium,Entry,72.0,40.0,49.0,Medium,3.0,11.0,69.0,10.0,High
55.0,Master's,0.0,Logistics,Dispatcher,Medium,Senior,62.0,33.0,38.0,Low,2.0,0.0,40.0,0.0,Medium
48.0,PhD,7.0,Healthcare,Health Analyst,Medium,Entry,65.0,32.0,36.0,Medium,5.0,6.0,48.0,6.0,Medium
59.0,Bachelor's,16.0,Healthcare,Health Analyst,Large,Entry,72.0,22.0,53.0,Medium,2.0,13.0,52.0,8.0,High
31.0,Bachelor's,8.0,Finance,Accountant,Small,Entry,70.0,44.0,23.0,Medium,2.0,8.0,56.0,12.0,High
27.0,Master's,6.0,IT,ML Engineer,Medium,Mid,69.0,42.0,53.0,Medium,5.0,6.0,57.0,21.0,Medium
54.0,High School,1.0,Education,Research Assistant,Large,Mid,43.0,58.0,51.0,Medium,4.0,12.0,39.0,13.0,Medium
58.0,High School,14.0,Logistics,Warehouse Manager,Large,Mid,13.0,83.0,55.0,Low,1.0,5.0,11.0,5.0,Low
51.0,Bachelor's,7.0,Education,Academic Coordinator,Large,Entry,31.0,62.0,92.0,Low,1.0,0.0,20.0,7.0,Low
28.0,Master's,7.0,Healthcare,Health Analyst,Medium,Entry,14.0,79.0,74.0,Low,0.0,0.0,12.0,9.0,Low
30.0,Master's,9.0,Manufacturing,Production Supervisor,Medium,Entry,20.0,93.0,49.0,Low,1.0,1.0,16.0,7.0,Low
26.0,High School,5.0,Retail,Sales Associate,Large,Entry,21.0,74.0,51.0,Low,0.0,5.0,19.0,4.0,Medium
47.0,High School,3.0,Logistics,Warehouse Manager,Medium,Mid,16.0,89.0,61.0,Low,2.0,1.0,14.0,5.0,Low
57.0,Master's,3.0,IT,ML Engineer,Small,Entry,63.0,59.0,94.0,Medium,2.0,12.0,34.0,24.0,Medium
60.0,Bachelor's,8.0,Telecom,Support Specialist,Small,Mid,22.0,68.0,71.0,Low,1.0,3.0,19.0,7.0,Low
47.0,Master's,11.0,Education,Academic Coordinator,Small,Entry,12.0,90.0,88.0,Low,2.0,4.0,8.0,1.0,Low
52.0,High School,5.0,Education,Teacher,Medium,Entry,66.0,19.0,71.0,Medium,4.0,7.0,62.0,26.0,High
60.0,High School,6.0,Healthcare,Nurse,Large,Entry,36.0,56.0,91.0,Low,0.0,0.0,23.0,9.0,Low
24.0,High School,3.0,Retail,Sales Associate,Large,Senior,20.0,71.0,65.0,Low,1.0,5.0,19.0,0.0,Low
36.0,Bachelor's,15.0,Manufacturing,Operator,Medium,Mid,23.0,80.0,57.0,Low,1.0,1.0,17.0,7.0,Low
39.0,Bachelor's,8.0,Education,Teacher,Small,Entry,21.0,73.0,75.0,Low,2.0,0.0,16.0,3.0,Low
39.0,High School,4.0,Education,Academic Coordinator,Medium,Mid,18.0,74.0,76.0,Low,1.0,5.0,17.0,3.0,Low
37.0,High School,9.0,Healthcare,Nurse,Large,Entry,20.0,78.0,95.0,Low,0.0,0.0,17.0,9.0,Low
49.0,Bachelor's,1.0,Manufacturing,Quality Engineer,Large,Mid,88.0,22.0,58.0,High,9.0,23.0,59.0,66.0,High
21.0,High School,0.0,Logistics,Warehouse Manager,Large,Senior,33.0,60.0,83.0,Low,0.0,0.0,29.0,7.0,Low
22.0,Bachelor's,1.0,Retail,Store Manager,Medium,Entry,72.0,13.0,88.0,Medium,3.0,11.0,33.0,18.0,High
23.0,High School,2.0,Manufacturing,Quality Engineer,Medium,Mid,62.0,21.0,49.0,Low,1.0,5.0,42.0,2.0,High
28.0,Bachelor's,5.0,Finance,Accountant,Medium,Mid,74.0,38.0,56.0,Medium,4.0,5.0,73.0,16.0,High
32.0,High School,8.0,Manufacturing,Production Supervisor,Medium,Mid,39.0,64.0,46.0,Medium,2.0,12.0,20.0,28.0,Medium
22.0,Master's,1.0,Finance,Accountant,Small,Senior,51.0,63.0,85.0,Medium,2.0,13.0,30.0,25.0,Low
47.0,Master's,7.0,Healthcare,Nurse,Large,Entry,38.0,50.0,88.0,Low,0.0,1.0,37.0,7.0,Low
